code,name,category,subcategory,thickness_mm,has_grain,unit,sort_order
EB-0001,0.0312 ABS Decorative,Edgeband,ABS Edging,0.03,False,lf,0
EB-0002,0.0312 ABS Decorative Grain,Edgeband,ABS Edging,0.03,False,lf,1
EB-0003,0.0312 ABS White,Edgeband,ABS Edging,0.03,False,lf,2
EB-0004,0.0312 ABS Width 1.5in Decorative,Edgeband,ABS Edging,0.03,False,lf,3
EB-0005,0.0312 ABS Width 1.5in White,Edgeband,ABS Edging,0.03,False,lf,4
EB-0006,0.0312 ABS Width 1in Decorative,Edgeband,ABS Edging,0.03,False,lf,5
EB-0007,0.0312 ABS Width 1in White,Edgeband,ABS Edging,0.03,False,lf,6
EB-0008,0.125 ABS Decorative,Edgeband,ABS Edging,0.12,False,lf,7
EB-0009,0.125 ABS White,Edgeband,ABS Edging,0.12,False,lf,8
EB-0010,0.5 mm ABS White,Edgeband,ABS Edging,0.5,False,lf,9
EB-0011,0.5mm ABS 555 White Matte,Edgeband,ABS Edging,0.5,False,lf,10
EB-0012,1 mm Color ABS,Edgeband,ABS Edging,1.0,False,lf,11
EB-0013,1 mm White ABS,Edgeband,ABS Edging,1.0,False,lf,12
EB-0014,1mm ABS 555 White Gloss,Edgeband,ABS Edging,1.0,False,lf,13
EB-0015,1mm ABS 555 White Matte,Edgeband,ABS Edging,1.0,False,lf,14
EB-0016,1mm ABS Black,Edgeband,ABS Edging,1.0,False,lf,15
EB-0017,1mm ABS Decorative,Edgeband,ABS Edging,1.0,False,lf,16
EB-0018,1mm ABS Decorative Grain,Edgeband,ABS Edging,1.0,False,lf,17
EB-0019,1mm ABS Gray,Edgeband,ABS Edging,1.0,False,lf,18
EB-0020,1mm ABS White,Edgeband,ABS Edging,1.0,False,lf,19
EB-0021,1mm ABS Width 25mm Decorative,Edgeband,ABS Edging,1.0,False,lf,20
EB-0022,1mm ABS Width 25mm White,Edgeband,ABS Edging,1.0,False,lf,21
EB-0023,1mm ABS Width 38mm Decorative,Edgeband,ABS Edging,1.0,False,lf,22
EB-0024,1mm ABS Width 38mm White,Edgeband,ABS Edging,1.0,False,lf,23
EB-0025,2mm ABS Decorative,Edgeband,ABS Edging,2.0,False,lf,24
EB-0026,2mm ABS White,Edgeband,ABS Edging,2.0,False,lf,25
EB-0027,3mm ABS White,Edgeband,ABS Edging,1.0,False,lf,26
EB-0028,0.125 Decorative,Edgeband,Edgeband,0.12,False,lf,27
EB-0029,0.125 White,Edgeband,Edgeband,0.12,False,lf,28
EB-0030,0.125 White Gloss,Edgeband,Edgeband,1.0,False,lf,29
EB-0031,0.4 Decorative,Edgeband,Edgeband,1.0,False,lf,30
EB-0032,0.4 White,Edgeband,Edgeband,0.4,False,lf,31
EB-0033,0.5 Birch - Edges,Edgeband,Edgeband,0.5,False,lf,32
EB-0034,0.5 Birch Edges,Edgeband,Edgeband,0.5,False,lf,33
EB-0035,0.5 Black Edge,Edgeband,Edgeband,0.5,False,lf,34
EB-0036,0.5 Black Wide Edge,Edgeband,Edgeband,0.5,False,lf,35
EB-0037,0.5 ML1 Edge,Edgeband,Edgeband,0.5,False,lf,36
EB-0038,0.5 ML1_Edges,Edgeband,Edgeband,0.5,False,lf,37
EB-0039,0.5 mm Chakra K74 EB,Edgeband,Edgeband,0.5,False,lf,38
EB-0040,0.5 MM PL1 - Edge,Edgeband,Edgeband,0.5,False,lf,39
EB-0041,0.5 mm White EB,Edgeband,Edgeband,0.5,False,lf,40
EB-0042,0.5 mm White EB_1,Edgeband,Edgeband,0.5,False,lf,41
EB-0043,0.5 Orange_Edge,Edgeband,Edgeband,0.5,False,lf,42
EB-0044,0.5 PL1_Edge,Edgeband,Edgeband,0.5,False,lf,43
EB-0045,0.5 WHITE,Edgeband,Edgeband,0.5,False,lf,44
EB-0046,0.5 White Edges,Edgeband,Edgeband,0.5,False,lf,45
EB-0047,0.5 WV1 - Edges,Edgeband,Edgeband,0.5,False,lf,46
EB-0048,0.5MM - ML1 Edge,Edgeband,Edgeband,0.5,False,lf,47
EB-0049,0.5mm Birch EB,Edgeband,Edgeband,0.0,False,lf,48
EB-0050,0.5mm black,Edgeband,Edgeband,0.5,False,lf,49
EB-0051,0.5MM Black Edge,Edgeband,Edgeband,1.0,False,lf,50
EB-0052,0.5mm Misssion Maple,Edgeband,Edgeband,0.5,False,lf,51
EB-0053,0.5mm Moonlight Gray,Edgeband,Edgeband,0.4,False,lf,52
EB-0054,0.5mm Red Oak,Edgeband,Edgeband,0.5,False,lf,53
EB-0055,0.5mm Sheer Beauty,Edgeband,Edgeband,0.4,False,lf,54
EB-0056,0.5mm White EB,Edgeband,Edgeband,0.0,False,lf,55
EB-0057,0.8 mm Classic Maple 290 EB,Edgeband,Edgeband,0.8,False,lf,56
EB-0058,0.8 mm Kiss Curl L592 EB,Edgeband,Edgeband,0.8,False,lf,57
EB-0059,0.8 mm Midnight Sun EB,Edgeband,Edgeband,0.8,False,lf,58
EB-0060,0.8 mm PM  Black EB,Edgeband,Edgeband,1.0,False,lf,59
EB-0061,1 ML1 Edge,Edgeband,Edgeband,1.0,False,lf,60
EB-0062,1 mm  Summer Drops L202 EB,Edgeband,Edgeband,1.0,False,lf,61
EB-0063,1 mm Brass Band EB,Edgeband,Edgeband,1.0,False,lf,62
EB-0064,1 mm Brushed Walnut K12 EB,Edgeband,Edgeband,1.0,False,lf,63
EB-0065,1 mm Cactus Textile Edgeband,Edgeband,Edgeband,1.0,False,lf,64
EB-0066,1 mm Canvas K21 Edgeband,Edgeband,Edgeband,1.0,False,lf,65
EB-0067,1 mm Chakra K74 EB,Edgeband,Edgeband,1.0,False,lf,66
EB-0068,1 mm Fog Grey EB,Edgeband,Edgeband,1.0,False,lf,67
EB-0069,1 mm Free Spirit EB,Edgeband,Edgeband,1.0,False,lf,68
EB-0070,1 mm HG  Light Grey EB,Edgeband,Edgeband,1.0,False,lf,69
EB-0071,1 mm HG Grey EB,Edgeband,Edgeband,1.0,False,lf,70
EB-0072,1 mm HG Light Cream EB,Edgeband,Edgeband,1.0,False,lf,71
EB-0073,1 mm HG White EB,Edgeband,Edgeband,1.0,False,lf,72
EB-0074,1 mm Matt Teak Edgeband,Edgeband,Edgeband,1.0,False,lf,73
EB-0075,1 mm Morning Dew EB,Edgeband,Edgeband,1.0,False,lf,74
EB-0076,1 mm Quarry EB,Edgeband,Edgeband,1.0,False,lf,75
EB-0077,1 mm Rift Cut White Oak EB,Edgeband,Edgeband,1.0,False,lf,76
EB-0078,1 mm Rocky Mountain EB,Edgeband,Edgeband,1.0,False,lf,77
EB-0079,1 mm Sheer Beauty EB,Edgeband,Edgeband,1.0,False,lf,78
EB-0080,1 mm Shiraz Cherry EB,Edgeband,Edgeband,1.0,False,lf,79
EB-0081,1 mm Smokewood K04 Edgeband,Edgeband,Edgeband,1.0,False,lf,80
EB-0082,1 mm ST  Black EB,Edgeband,Edgeband,1.0,False,lf,81
EB-0083,1 mm ST  Ice Grey EB,Edgeband,Edgeband,1.0,False,lf,82
EB-0084,1 mm ST  Ice Grey EB_1_1,Edgeband,Edgeband,1.0,False,lf,83
EB-0085,1 mm ST  Navy Blue EB,Edgeband,Edgeband,1.0,False,lf,84
EB-0086,1 mm ST  New Grey EB,Edgeband,Edgeband,1.0,False,lf,85
EB-0087,1 mm ST  White EB,Edgeband,Edgeband,1.0,False,lf,86
EB-0088,1 mm ST  White EB_1,Edgeband,Edgeband,1.0,False,lf,87
EB-0089,1 mm Super White Edgeband,Edgeband,Edgeband,1.0,False,lf,88
EB-0090,1 mm Walnut Grove EB,Edgeband,Edgeband,1.0,False,lf,89
EB-0091,1 PL1 Edge,Edgeband,Edgeband,1.0,False,lf,90
EB-0092,1 PL2 Edge,Edgeband,Edgeband,1.0,False,lf,91
EB-0093,1MM - PL1 Edge,Edgeband,Edgeband,1.0,False,lf,92
EB-0094,1MM Black Edges,Edgeband,Edgeband,1.0,False,lf,93
EB-0095,1mm Merit Maple EB,Edgeband,Edgeband,0.0,False,lf,94
EB-0096,1MM ML-01 Edge,Edgeband,Edgeband,1.0,False,lf,95
EB-0097,1MM ML1 Edge,Edgeband,Edgeband,1.0,False,lf,96
EB-0098,1MM PL1 Edge,Edgeband,Edgeband,1.0,False,lf,97
EB-0099,1MM PL1A Edge,Edgeband,Edgeband,1.0,False,lf,98
EB-0100,1MM PL2 Edge,Edgeband,Edgeband,1.0,False,lf,99
EB-0101,1MM PL2A Edge,Edgeband,Edgeband,1.0,False,lf,100
EB-0102,1MM PL3 Edge,Edgeband,Edgeband,1.0,False,lf,101
EB-0103,1MM PL4 Edge,Edgeband,Edgeband,1.0,False,lf,102
EB-0104,1MM PL5 Edge,Edgeband,Edgeband,1.0,False,lf,103
EB-0105,1mm White EB,Edgeband,Edgeband,0.0,False,lf,104
EB-0106,1mm Wooden Birch EB,Edgeband,Edgeband,0.0,False,lf,105
EB-0107,1MM WV-01 Edge,Edgeband,Edgeband,1.0,False,lf,106
EB-0108,1MM WV-02 Edge,Edgeband,Edgeband,1.0,False,lf,107
EB-0109,1MM WV-04 Edge,Edgeband,Edgeband,1.0,False,lf,108
EB-0110,1MM WV-05 Edge,Edgeband,Edgeband,1.0,False,lf,109
EB-0111,1MM WV1 Edge,Edgeband,Edgeband,1.0,False,lf,110
EB-0112,1MM WV4 Edge,Edgeband,Edgeband,1.0,False,lf,111
EB-0113,1mm_AGT 3P Slate Grey_EB,Edgeband,Edgeband,0.0,False,lf,112
EB-0114,1mm_AGT HG Light Grey_EB,Edgeband,Edgeband,0.0,False,lf,113
EB-0115,1mm_AGT HG Super White_EB,Edgeband,Edgeband,0.0,False,lf,114
EB-0116,1mm_AGT Ice Grey Mat_EB,Edgeband,Edgeband,0.0,False,lf,115
EB-0117,1mm_AGT_Soft Touch Arctic Grey_EB,Edgeband,Edgeband,0.0,False,lf,116
EB-0118,1mm_AGT_Soft Touch Grey_EB,Edgeband,Edgeband,0.0,False,lf,117
EB-0119,1mm_AGT_Soft Touch Grey_Wide_EB,Edgeband,Edgeband,0.0,False,lf,118
EB-0120,1mm_Sublime Snow White_EB,Edgeband,Edgeband,0.0,False,lf,119
EB-0121,1mm_Tafisa Acacia Honey_EB,Edgeband,Edgeband,0.0,False,lf,120
EB-0122,1mm_Tafisa Fashionista_EB,Edgeband,Edgeband,0.0,False,lf,121
EB-0123,1mm_Tafisa Home_EB,Edgeband,Edgeband,0.0,False,lf,122
EB-0124,1mm_Tafisa Kiss Curl_EB,Edgeband,Edgeband,0.0,False,lf,123
EB-0125,1mm_Tafisa Niagara_EB,Edgeband,Edgeband,0.0,False,lf,124
EB-0126,1mm_Tafisa Nutmeg_EB,Edgeband,Edgeband,0.0,False,lf,125
EB-0127,1mm_Tafisa Sheer Beauty_EB,Edgeband,Edgeband,0.0,False,lf,126
EB-0128,1mm_Tafisa Sugar On Ice_EB,Edgeband,Edgeband,0.0,False,lf,127
EB-0129,1mm_Uniboard Classic Maple_EB,Edgeband,Edgeband,0.0,False,lf,128
EB-0130,1mm_Uniboard Haze_EB,Edgeband,Edgeband,0.0,False,lf,129
EB-0131,1mm_Uniboard Ingot Grey_EB,Edgeband,Edgeband,0.0,False,lf,130
EB-0132,1mm_Uniboard Kindle_EB,Edgeband,Edgeband,0.0,False,lf,131
EB-0133,1mm_Uniboard Quietude_EB,Edgeband,Edgeband,0.0,False,lf,132
EB-0134,1mm_Uniboard Sheer Linen_EB,Edgeband,Edgeband,0.0,False,lf,133
EB-0135,1mm_Uniboard Sunset Grey_EB,Edgeband,Edgeband,0.0,False,lf,134
EB-0136,1mm_Uniboard Whitesmoke_EB,Edgeband,Edgeband,0.0,False,lf,135
EB-0137,1mm_Uniboard Willow Grey_EB,Edgeband,Edgeband,0.0,False,lf,136
EB-0138,2mm Decorative,Edgeband,Edgeband,,False,lf,137
EB-0139,2mm White,Edgeband,Edgeband,1.0,False,lf,138
EB-0140,2mm White Gloss,Edgeband,Edgeband,,False,lf,139
EB-0141,3 PL1 Edge,Edgeband,Edgeband,3.0,False,lf,140
EB-0142,3 PL2 Edge,Edgeband,Edgeband,3.0,False,lf,141
EB-0143,38mm Solid Trim,Edgeband,Edgeband,38.0,False,lf,142
EB-0144,38mm Solid White Oak,Edgeband,Edgeband,37.0,False,lf,143
EB-0145,3mm Mission Maple,Edgeband,Edgeband,3.0,False,lf,144
EB-0146,3MM PL1 - Edge,Edgeband,Edgeband,3.0,False,lf,145
EB-0147,3mm Red Oak,Edgeband,Edgeband,2.75,False,lf,146
EB-0148,3mm Red Oak 28mm,Edgeband,Edgeband,2.75,False,lf,147
EB-0149,3mm Slate Grey,Edgeband,Edgeband,3.0,False,lf,148
EB-0150,Birch PF Edge,Edgeband,Edgeband,0.5,False,lf,149
EB-0151,Black Paint - Edge,Edgeband,Edgeband,0.5,False,lf,150
EB-0152,Door Profile Trim Cope,Edgeband,Edgeband,,False,lf,151
EB-0153,Door Profile Trim Inside,Edgeband,Edgeband,,False,lf,152
EB-0154,Door Profile Trim Outside,Edgeband,Edgeband,,False,lf,153
EB-0155,Door Profile Trim Raised Panel,Edgeband,Edgeband,,False,lf,154
EB-0156,EB-001,Edgeband,Edgeband,0.5,False,lf,155
EB-0157,EB-002,Edgeband,Edgeband,0.5,False,lf,156
EB-0158,EB-302,Edgeband,Edgeband,2.75,False,lf,157
EB-0159,EB2-003,Edgeband,Edgeband,2.0,False,lf,158
EB-0160,EB2-004,Edgeband,Edgeband,2.0,False,lf,159
EB-0161,EB2-005,Edgeband,Edgeband,2.0,False,lf,160
EB-0162,ED-1556,Edgeband,Edgeband,3.0,False,lf,161
EB-0163,ED-472,Edgeband,Edgeband,0.5,False,lf,162
EB-0164,ED-606,Edgeband,Edgeband,0.5,False,lf,163
EB-0165,MITERED,Edgeband,Edgeband,0.0,False,lf,164
EB-0166,ML1-38Edge,Edgeband,Edgeband,1.0,False,lf,165
EB-0167,ML1-Edge,Edgeband,Edgeband,1.0,False,lf,166
EB-0168,ML1_Edge,Edgeband,Edgeband,0.5,False,lf,167
EB-0169,ML2-Edge,Edgeband,Edgeband,1.0,False,lf,168
EB-0170,ML3-Edge,Edgeband,Edgeband,1.0,False,lf,169
EB-0171,None,Edgeband,Edgeband,,False,lf,170
EB-0172,"P-Lam, Walnut Heights",Edgeband,Edgeband,1.0,False,lf,171
EB-0173,Painted Edge .004,Edgeband,Edgeband,0.0,False,lf,172
EB-0174,Painted Edge 0.1 mm,Edgeband,Edgeband,,False,lf,173
EB-0175,PL-837 Graphite,Edgeband,Edgeband,0.8,False,lf,174
EB-0176,PL-949C-58 White Colorcore,Edgeband,Edgeband,1.0,False,lf,175
EB-0177,PL-Black,Edgeband,Edgeband,0.5,False,lf,176
EB-0178,PL-Macchiato Walnut,Edgeband,Edgeband,0.1,False,lf,177
EB-0179,PL-Mocha Cherry,Edgeband,Edgeband,1.0,False,lf,178
EB-0180,PL-Red,Edgeband,Edgeband,0.8,False,lf,179
EB-0181,PL-Storm Grey 42mm,Edgeband,Edgeband,42.0,False,lf,180
EB-0182,PL1 Edge_Loose,Edgeband,Edgeband,1.0,False,lf,181
EB-0183,PL1_Edge,Edgeband,Edgeband,1.0,False,lf,182
EB-0184,Post Lam - Maple,Edgeband,Edgeband,0.8,False,lf,183
EB-0185,Post-Lam Graphite,Edgeband,Edgeband,0.8,False,lf,184
EB-0186,Post-Lam Satin Red,Edgeband,Edgeband,1.0,False,lf,185
EB-0187,PT1 - Edges,Edgeband,Edgeband,0.5,False,lf,186
EB-0188,PT10 - Edge,Edgeband,Edgeband,0.5,False,lf,187
EB-0189,SP03 - Edge,Edgeband,Edgeband,1.0,False,lf,188
EB-0190,SP05 - Edge,Edgeband,Edgeband,0.5,False,lf,189
EB-0191,Splay Edge 1mm,Edgeband,Edgeband,1.0,False,lf,190
EB-0192,Splay Edge 2mm,Edgeband,Edgeband,2.0,False,lf,191
EB-0193,"Trim, 19mm, White Oak",Edgeband,Edgeband,18.0,False,lf,192
EB-0194,"Trim, Red Oak_FC Solid Wood - Bullnose Trim",Edgeband,Edgeband,38.0,False,lf,193
EB-0195,Wide ML1 Edge,Edgeband,Edgeband,1.0,False,lf,194
EB-0196,Wide PL1 Edge,Edgeband,Edgeband,1.0,False,lf,195
EB-0197,Wide WV-01 Edge,Edgeband,Edgeband,1.5,False,lf,196
EB-0198,"0.5mm Black, PVC",Edgeband,PVC Edging,0.5,False,lf,197
EB-0199,"0.5mm Black, PVC_1",Edgeband,PVC Edging,0.5,False,lf,198
EB-0200,"0.5mm Paintable, PVC",Edgeband,PVC Edging,0.5,False,lf,199
EB-0201,"0.5mm White, PVC",Edgeband,PVC Edging,0.5,False,lf,200
EB-0202,1 PVC_Aged_Ash_MT,Edgeband,PVC Edging,1.0,False,lf,201
EB-0203,1 PVC_Aged_Ash_WR,Edgeband,PVC Edging,1.0,False,lf,202
EB-0204,1 PVC_Classic_Black,Edgeband,PVC Edging,1.0,False,lf,203
EB-0205,1 PVC_Nova_White,Edgeband,PVC Edging,1.0,False,lf,204
EB-0206,"1.0mm Black, PVC",Edgeband,PVC Edging,1.0,False,lf,205
EB-0207,"1mm EB-Black, PVC",Edgeband,PVC Edging,1.0,False,lf,206
EB-0208,"1mm EB-L588, PVC",Edgeband,PVC Edging,1.0,False,lf,207
EB-0209,1mm PVC_Aged_Ash,Edgeband,PVC Edging,1.0,False,lf,208
EB-0210,3 PVC_Aged_Ash_MT,Edgeband,PVC Edging,3.0,False,lf,209
EB-0211,3 PVC_Aged_Ash_WR,Edgeband,PVC Edging,3.0,False,lf,210
EB-0212,3 PVC_Classic_Black,Edgeband,PVC Edging,3.0,False,lf,211
EB-0213,3 PVC_Nova_White,Edgeband,PVC Edging,3.0,False,lf,212
EB-0214,3mm PVC_Aged_Ash,Edgeband,PVC Edging,3.0,False,lf,213
EB-0215,"Edging Beigewood, PVC, PL-1, 1mm x 23mm",Edgeband,PVC Edging,1.0,False,lf,214
EB-0216,"Edging, PVC, Graystone, 0.5mm x 22mm",Edgeband,PVC Edging,0.5,False,lf,215
EB-0217,"Edging, PVC, Graystone, 1mm x 22mm",Edgeband,PVC Edging,1.0,False,lf,216
EB-0218,"Edging, PVC, Oak, 1mm x 22mm",Edgeband,PVC Edging,1.0,False,lf,217
EB-0219,"Edging, PVC, Oak, 1mm x 28mm",Edgeband,PVC Edging,1.0,False,lf,218
EB-0220,"Edging, PVC, PL-1, 1mm x 22mm",Edgeband,PVC Edging,1.0,False,lf,219
EB-0221,"Edging, PVC, PL-1, 1mm x 22mm_4",Edgeband,PVC Edging,1.0,False,lf,220
EB-0222,"Edging, PVC, PL-1, 1mm x 22mm_5",Edgeband,PVC Edging,1.0,False,lf,221
EB-0223,"Edging, PVC, PL-1, 1mm x 22mm_6",Edgeband,PVC Edging,1.0,False,lf,222
EB-0224,"Edging, PVC, PL-2, 1mm x 22mm",Edgeband,PVC Edging,1.0,False,lf,223
EB-0225,"Edging, PVC, PL-3, 1mm x 22mm",Edgeband,PVC Edging,1.0,False,lf,224
EB-0226,"Edging, PVC, PL-4, 1mm x 22mm",Edgeband,PVC Edging,1.0,False,lf,225
EB-0227,"Edging, PVC, Walnut Heights, 0.5mm x 22mm",Edgeband,PVC Edging,1.0,False,lf,226
EB-0228,"Edging, PVC, Walnut Heights, 3mm x 22mm",Edgeband,PVC Edging,3.0,False,lf,227
EB-0229,"Edging, PVC, Walnut Heights, 3mm x 28mm",Edgeband,PVC Edging,3.0,False,lf,228
EB-0230,"Edging, PVC, White Twill, 0.5mm x 22mm",Edgeband,PVC Edging,0.5,False,lf,229
EB-0231,"Edging, PVC, White Twill, 1mm x 22mm",Edgeband,PVC Edging,1.0,False,lf,230
EB-0232,"Edging, PVC, White, 0.5 mm x 22 mm",Edgeband,PVC Edging,0.5,False,lf,231
EB-0233,"Edging, PVC, White, 0.5 mm x 41mm",Edgeband,PVC Edging,0.5,False,lf,232
EB-0234,"PVC, Black 3mm",Edgeband,PVC Edging,3.0,False,lf,233
EB-0235,0.5MM MAPLE VENEER,Edgeband,Veneer Edging,0.5,False,lf,234
EB-0236,0.5mm Veneer,Edgeband,Veneer Edging,0.5,False,lf,235
EB-0237,0.5mm Walnut Veneer,Edgeband,Veneer Edging,0.5,False,lf,236
EB-0238,2mm Veneer Birch,Edgeband,Veneer Edging,2.0,False,lf,237
EB-0239,3mm Maple Veneer,Edgeband,Veneer Edging,3.0,False,lf,238
EB-0240,"Edging, Veneer, White Oak, 0.5 mm x 22 mm",Edgeband,Veneer Edging,0.5,False,lf,239
EB-0241,"Edging, Veneer, White Oak, 3 mm x 22 mm",Edgeband,Veneer Edging,3.0,False,lf,240
EB-0242,"Edging,Veneer, White Oak, 1 x 22mm",Edgeband,Veneer Edging,1.0,False,lf,241
PNL-0001,13 mm Lava Rock Corian,Panel,Corian,12.0,False,sheet,242
PNL-0002,13 SS02-Linen Corian,Panel,Corian,12.7,False,sheet,243
PNL-0003,S-SSM022 Antarctica Corian,Panel,Corian,13.0,False,sheet,244
PNL-0004,S-SSM186 13mm Morning Ice Corian,Panel,Corian,12.0,False,sheet,245
PNL-0005,S-SSM360 13mm Grey Beola Corian,Panel,Corian,12.0,False,sheet,246
PNL-0006,"SSM, Corian, Lavadrift, 13mm",Panel,Corian,13.0,True,sheet,247
PNL-0007,"SSM, Corian_Everest_13 mm, 762 x 3683",Panel,Corian,13.0,False,sheet,248
PNL-0008,"SSM, Corian_Modern White_13 mm, 762 x 3683",Panel,Corian,13.0,False,sheet,249
PNL-0009,"SSM, Corian_Modern-White_13 mm, 762 x 3683",Panel,Corian,13.0,False,sheet,250
PNL-0010,0.4mm Decorative Laminate,Panel,Laminate,0.4,False,sheet,251
PNL-0011,Black Laminate,Panel,Laminate,1.0,False,sheet,252
PNL-0012,Black Laminate_Loose,Panel,Laminate,1.0,False,sheet,253
PNL-0013,Decorative Laminate 0.4mm,Panel,Laminate,0.4,False,sheet,254
PNL-0014,Decorative Laminate Beigewood 1mm,Panel,Laminate,1.0,False,sheet,255
PNL-0015,Decorative Laminate Board 16mm,Panel,Laminate,16.0,False,sheet,256
PNL-0016,Decorative Laminate Board 18mm,Panel,Laminate,18.0,False,sheet,257
PNL-0017,Decorative Laminate Board 25mm,Panel,Laminate,25.0,False,sheet,258
PNL-0018,Decorative Laminate Board 32mm,Panel,Laminate,32.0,False,sheet,259
PNL-0019,Decorative Laminate Board 6mm,Panel,Laminate,6.0,False,sheet,260
PNL-0020,Decorative Laminate Grained Board 16mm,Panel,Laminate,16.0,True,sheet,261
PNL-0021,Decorative Laminate Grained Board 18mm,Panel,Laminate,18.0,True,sheet,262
PNL-0022,Decorative Laminate Grained Board 25mm,Panel,Laminate,18.0,True,sheet,263
PNL-0023,Decorative Laminate Grained Board 32mm,Panel,Laminate,32.0,True,sheet,264
PNL-0024,Decorative Laminate Grained Board 6mm,Panel,Laminate,6.0,True,sheet,265
PNL-0025,PL-Formica 837 Graphite Laminate,Panel,Laminate,0.8,False,sheet,266
PNL-0026,PL-Formica 909 Black Laminate,Panel,Laminate,1.0,False,sheet,267
PNL-0027,PL-Formica 909-58 Black Laminate,Panel,Laminate,1.0,False,sheet,268
PNL-0028,"Plastic Laminate, PF, Arctic Ice, Velvatex P395-VL",Panel,Laminate,1.0,False,sheet,269
PNL-0029,"Plastic Laminate, PF, Phenolic Backer",Panel,Laminate,1.0,False,sheet,270
PNL-0030,"Plastic Laminate, PF, Phenolic Backer_3",Panel,Laminate,1.0,False,sheet,271
PNL-0031,S-PL Modern Mocha Cherry  Laminate,Panel,Laminate,1.0,True,sheet,272
PNL-0032,S-PL083 - 1mm Graphite Laminate,Panel,Laminate,1.0,False,sheet,273
PNL-0033,S-PL347 1mm Coal Black Laminate,Panel,Laminate,1.0,False,sheet,274
PNL-0034,S-PL375-1MM CLARET MATTE LAMINATE,Panel,Laminate,1.0,False,sheet,275
PNL-0035,S-PL380-1MM MISSION MAPLE LAMINATE,Panel,Laminate,1.0,True,sheet,276
PNL-0036,S-PL424 Uptown Walnut Laminate,Panel,Laminate,1.0,True,sheet,277
PNL-0037,S-PL793 Solar Oak Laminate,Panel,Laminate,1.0,True,sheet,278
PNL-0038,S-PL794 Palisades Oak Laminate,Panel,Laminate,1.0,True,sheet,279
PNL-0039,S-PL956 Primary Red Laminate,Panel,Laminate,1.0,False,sheet,280
PNL-0040,-18 WV1_MDF_Backer,Panel,MDF,18.5,True,sheet,281
PNL-0041,0.25 Cherry Veneer MDF 2s,Panel,MDF,6.0,False,sheet,282
PNL-0042,12 Black_MDF (G1S),Panel,MDF,12.0,False,sheet,283
PNL-0043,13 Raw MDF,Panel,MDF,12.7,False,sheet,284
PNL-0044,13 SP03_MDF (G1S),Panel,MDF,13.0,False,sheet,285
PNL-0045,13mm MDF MR FC Red Oak,Panel,MDF,13.0,True,sheet,286
PNL-0046,17.5 Brown Backer-NG_MDF_PL2-Beige ELM-NG,Panel,MDF,19.9,True,sheet,287
PNL-0047,17.5 Brown Backer_MDF_PL1-Bianco Male JJ,Panel,MDF,19.9,False,sheet,288
PNL-0048,17.5 PL1 AgedAsh-WR_MDF_Backer,Panel,MDF,19.1,True,sheet,289
PNL-0049,17.5 PL1 AgedAsh-WR_MDF_PL1 AgedAsh-WR,Panel,MDF,19.1,True,sheet,290
PNL-0050,17.5 PL1 Beige ELM_MDF_PL1 Beige ELM,Panel,MDF,19.1,True,sheet,291
PNL-0051,17.5 PL1-Bianco Male JJ_MDF_Brown Backer,Panel,MDF,19.9,False,sheet,292
PNL-0052,17.5 PL1-Bianco Male JJ_MDF_PL1-Bianco Male JJ,Panel,MDF,19.9,False,sheet,293
PNL-0053,17.5 PL1-Bianco Male JJ_MDF_White Liner,Panel,MDF,19.9,False,sheet,294
PNL-0054,17.5 PL1-Sap Walnut_MDF_Backer (Sides),Panel,MDF,19.1,True,sheet,295
PNL-0055,17.5 PL2 Aged Ash-MT_MDF_Backer,Panel,MDF,19.1,True,sheet,296
PNL-0056,17.5 PL2 Aged Ash-MT_MDF_PL2 AgedAsh-MT,Panel,MDF,19.1,True,sheet,297
PNL-0057,17.5 PL2-Beige ELM-NG_MDF_Brown Backer,Panel,MDF,19.9,True,sheet,298
PNL-0058,17.5 PL2-Beige ELM-NG_MDF_PL2-Beige ELM-NG,Panel,MDF,19.9,True,sheet,299
PNL-0059,17.5 PL2-Beige ELM-NG_MDF_White Liner,Panel,MDF,19.9,True,sheet,300
PNL-0060,17.5 White Liner_MDF_PL1 Aged Ash-WR,Panel,MDF,19.1,True,sheet,301
PNL-0061,17.5 White Liner_MDF_PL1-Bianco Male JJ,Panel,MDF,19.9,False,sheet,302
PNL-0062,17.5 White Liner_MDF_PL2 AgedAsh-MT,Panel,MDF,19.1,True,sheet,303
PNL-0063,17.5 White Liner_MDF_PL2-Beige ELM-NG,Panel,MDF,19.9,True,sheet,304
PNL-0064,18 Backer_MDF_WV4,Panel,MDF,18.5,True,sheet,305
PNL-0065,18 Black Liner_MDF_WV4,Panel,MDF,18.5,True,sheet,306
PNL-0066,18 Raw MDF,Panel,MDF,18.0,False,sheet,307
PNL-0067,18 WV1_MDF_Backer,Panel,MDF,18.5,True,sheet,308
PNL-0068,18 WV4_MDF_Backer,Panel,MDF,18.5,True,sheet,309
PNL-0069,18 WV4_MDF_WV4,Panel,MDF,18.5,True,sheet,310
PNL-0070,18.5 Backer_MDF_WV-02,Panel,MDF,18.5,True,sheet,311
PNL-0071,18.5 Backer_MDF_WV-04,Panel,MDF,18.5,True,sheet,312
PNL-0072,18.5 WV-02_MDF_Backer,Panel,MDF,18.5,True,sheet,313
PNL-0073,18.5 WV-02_MDF_WV-02,Panel,MDF,18.5,True,sheet,314
PNL-0074,18.5 WV-04_MDF_Backer,Panel,MDF,18.5,True,sheet,315
